dotnet-test	2026-05-16T22:53:30Z	2026-05-16T22:55:04Z	1	/tmp/nsharplang-gate-20260516T223937Z	dotnet test --disable-build-servers -v q --nologo
test-all-clean	2026-05-16T22:55:04Z	2026-05-16T22:58:34Z	1	/tmp/nsharplang-gate-20260516T223937Z	./scripts/test-all.sh --clean
cli-help	2026-05-16T22:58:34Z	2026-05-16T22:58:35Z	0	/tmp/nsharplang-gate-20260516T223937Z	dotnet run --project src/NSharpLang.Cli/Cli.csproj -- --help
cli-query-help	2026-05-16T22:58:35Z	2026-05-16T22:58:36Z	0	/tmp/nsharplang-gate-20260516T223937Z	dotnet run --project src/NSharpLang.Cli/Cli.csproj -- query help
cli-check-console-template	2026-05-16T22:58:36Z	2026-05-16T22:58:37Z	0	/tmp/nsharplang-gate-20260516T223937Z	dotnet run --project src/NSharpLang.Cli/Cli.csproj -- check --project templates/nsharp-console --text
cli-query-symbols-issue-tracker	2026-05-16T22:58:37Z	2026-05-16T22:58:38Z	0	/tmp/nsharplang-gate-20260516T223937Z	bash -lc dotnet run --project src/NSharpLang.Cli/Cli.csproj -- query symbols --project examples/17-issue-tracker/backend --json | python3 -m json.tool | sed -n "1,80p"
issue-tracker-demo	2026-05-16T22:58:38Z	2026-05-16T22:58:44Z	1	/tmp/nsharplang-gate-20260516T223937Z	bash -lc cd examples/17-issue-tracker && ISSUE_TRACKER_HOLD=0 ./scripts/demo.sh
replay-template-quickstarts	2026-05-16T22:58:44Z	2026-05-16T22:59:05Z	0	/tmp/nsharplang-gate-20260516T223937Z	bash -lc python3 -m py_compile scripts/replay-template-quickstarts.py && ./scripts/replay-template-quickstarts.py
cotm-evidence-check	2026-05-16T22:59:05Z	2026-05-16T22:59:05Z	0	/tmp/nsharplang-gate-20260516T223937Z	bash -lc test -f docs/nsharp-conversion/ai-migration-recipe-library.md; test ! -f docs/nsharp-conversion/baseline-benchmark-20260514T213001Z/baseline-report.md; grep -R "Do not show raw COTM\|COTM remains internal\|No public COTM" -n docs/talk docs/nsharp-conversion docs/examples | sed -n "1,80p"
build-vscode-extension	2026-05-16T22:59:05Z	2026-05-16T22:59:10Z	0	/tmp/nsharplang-gate-20260516T223937Z	./scripts/build-vscode-extension.sh
vscode-visual-qa	2026-05-16T22:59:10Z	2026-05-16T23:00:42Z	0	/tmp/nsharplang-gate-20260516T223937Z	bash -lc NSHARP_VISUAL_QA_TS=run2-20260516T225329Z ./.hermes/visual-qa/repeatable-vscode-visual-qa.sh
